ApsimVersion = 7.8
Title = USsoybean
           Date          yield        SIF_sim
     24/10/2016            0.0          0.880
     25/10/2016            0.0          0.880
     26/10/2016            0.0          0.880
     27/10/2016            0.0          0.880
     28/10/2016            0.0          0.880
     29/10/2016            0.0          0.880
     30/10/2016            0.0          0.880
     31/10/2016            0.0          0.880
     01/11/2016            0.0          0.880
     02/11/2016            0.0          0.880
     03/11/2016            0.0          0.880
     04/11/2016            0.0          0.880
     05/11/2016            0.0          0.880
     06/11/2016            0.0          0.880
     07/11/2016            0.0          0.880
     08/11/2016            0.0          0.880
     09/11/2016            0.0          0.880
     10/11/2016            0.0          0.880
     11/11/2016            0.0          0.880
     12/11/2016            0.0          0.880
     13/11/2016            0.0          0.880
     14/11/2016            0.0          0.880
     15/11/2016            0.0          0.880
     16/11/2016            0.0          0.880
     17/11/2016            0.0          0.880
     18/11/2016            0.0          0.880
     19/11/2016            0.0          0.880
     20/11/2016            0.0          0.880
     21/11/2016            0.0          0.880
     22/11/2016            0.0          0.880
     23/11/2016            0.0          0.880
     24/11/2016            0.0          0.880
     25/11/2016            0.0          0.880
     26/11/2016            0.0          0.880
     27/11/2016            0.0          0.880
     28/11/2016            0.0          0.880
     29/11/2016            0.0          0.880
     30/11/2016            0.0          0.880
     01/12/2016            0.0          0.880
     02/12/2016            0.0          0.880
     03/12/2016            0.0          0.880
     04/12/2016            0.0          0.880
     05/12/2016            0.0          0.880
     06/12/2016            0.0          0.880
     07/12/2016            0.0          0.880
     08/12/2016            0.0          0.880
     09/12/2016            0.0          0.880
     10/12/2016            0.0          0.880
     11/12/2016            0.0          0.880
     12/12/2016            0.0          0.880
     13/12/2016            0.0          0.880
     14/12/2016            0.0          0.880
     15/12/2016            0.0          0.880
     16/12/2016            0.0          0.880
     17/12/2016            0.0          0.880
     18/12/2016            0.0          0.880
     19/12/2016            0.0          0.880
     20/12/2016            0.0          0.880
     21/12/2016            0.0          0.880
     22/12/2016            0.0          0.880
     23/12/2016            0.0          0.880
     24/12/2016            0.0          0.880
     25/12/2016            0.0          0.880
     26/12/2016            0.0          0.880
     27/12/2016            0.0          0.880
     28/12/2016            0.0          0.880
     29/12/2016            0.0          0.880
     30/12/2016            0.0          0.880
     31/12/2016            0.0          0.880
     01/01/2017            0.0          0.880
     02/01/2017            0.0          0.880
     03/01/2017            0.0          0.880
     04/01/2017            0.0          0.880
     05/01/2017            0.0          0.880
     06/01/2017            0.0          0.880
     07/01/2017            0.0          0.880
     08/01/2017            0.0          0.880
     09/01/2017            0.0          0.880
     10/01/2017            0.0          0.880
     11/01/2017            0.0          0.880
     12/01/2017            0.0          0.880
     13/01/2017            0.0          0.880
     14/01/2017            0.0          0.880
     15/01/2017            0.0          0.880
     16/01/2017            0.0          0.880
     17/01/2017            0.0          0.880
     18/01/2017            0.0          0.880
     19/01/2017            0.0          0.880
     20/01/2017            0.0          0.880
     21/01/2017            0.0          0.880
     22/01/2017            0.0          0.880
     23/01/2017            0.0          0.880
     24/01/2017            0.0          0.880
     25/01/2017            0.0          0.880
     26/01/2017            0.0          0.880
     27/01/2017            0.0          0.880
     28/01/2017            0.0          0.880
     29/01/2017            0.0          0.880
     30/01/2017            0.0          0.880
     31/01/2017            0.0          0.880
     01/02/2017            0.0          0.880
     02/02/2017            0.0          0.880
     03/02/2017            0.0          0.880
     04/02/2017            0.0          0.880
     05/02/2017            0.0          0.880
     06/02/2017            0.0          0.880
     07/02/2017            0.0          0.880
     08/02/2017            0.0          0.880
     09/02/2017            0.0          0.880
     10/02/2017            0.0          0.880
     11/02/2017            0.0          0.880
     12/02/2017            0.0          0.880
     13/02/2017            0.0          0.880
     14/02/2017            0.0          0.880
     15/02/2017            0.0          0.880
     16/02/2017            0.0          0.880
     17/02/2017            0.0          0.880
     18/02/2017            0.0          0.880
     19/02/2017            0.0          0.880
     20/02/2017            0.0          0.880
     21/02/2017            0.0          0.880
     22/02/2017            0.0          0.880
     23/02/2017            0.0          0.880
     24/02/2017            0.0          0.880
     25/02/2017            0.0          0.880
     26/02/2017            0.0          0.880
     27/02/2017            0.0          0.880
     28/02/2017            0.0          0.880
     01/03/2017            0.0          0.880
     02/03/2017            0.0          0.880
     03/03/2017            0.0          0.880
     04/03/2017            0.0          0.880
     05/03/2017            0.0          0.880
     06/03/2017            0.0          0.880
     07/03/2017            0.0          0.880
     08/03/2017            0.0          0.880
     09/03/2017            0.0          0.880
     10/03/2017            0.0          0.880
     11/03/2017            0.0          0.880
     12/03/2017            0.0          0.880
     13/03/2017            0.0          0.880
     14/03/2017            0.0          0.880
     15/03/2017            0.0          0.880
     16/03/2017            0.0          0.880
     17/03/2017            0.0          0.880
     18/03/2017            0.0          0.880
     19/03/2017            0.0          0.880
     20/03/2017            0.0          0.880
     21/03/2017            0.0          0.880
     22/03/2017            0.0          0.880
     23/03/2017            0.0          0.880
     24/03/2017            0.0          0.880
     25/03/2017            0.0          0.880
     26/03/2017            0.0          0.880
     27/03/2017            0.0          0.880
     28/03/2017            0.0          0.880
     29/03/2017            0.0          0.880
     30/03/2017            0.0          0.880
     31/03/2017            0.0          0.880
     01/04/2017            0.0          0.880
     02/04/2017            0.0          0.880
     03/04/2017            0.0          0.880
     04/04/2017            0.0          0.880
     05/04/2017            0.0          0.880
     06/04/2017            0.0          0.880
     07/04/2017            0.0          0.880
     08/04/2017            0.0          0.880
     09/04/2017            0.0          0.880
     10/04/2017            0.0          0.880
     11/04/2017            0.0          0.880
     12/04/2017            0.0          0.880
     13/04/2017            0.0          0.880
     14/04/2017            0.0          0.880
     15/04/2017            0.0          0.880
     16/04/2017            0.0          0.880
     17/04/2017            0.0          0.880
     18/04/2017            0.0          0.880
     19/04/2017            0.0          0.880
     20/04/2017            0.0          0.880
     21/04/2017            0.0          0.880
     22/04/2017            0.0          0.880
     23/04/2017            0.0          0.880
     24/04/2017            0.0          0.880
     25/04/2017            0.0          0.880
     26/04/2017            0.0          0.880
     27/04/2017            0.0          0.880
     28/04/2017            0.0          0.880
     29/04/2017            0.0          0.880
     30/04/2017            0.0          0.880
     01/05/2017            0.0          0.880
     02/05/2017            0.0          0.880
     03/05/2017            0.0          0.880
     04/05/2017            0.0          0.880
     05/05/2017            0.0          0.880
     06/05/2017            0.0          0.880
     07/05/2017            0.0          0.880
     08/05/2017            0.0          0.880
     09/05/2017            0.0          0.880
     10/05/2017            0.0          0.880
     11/05/2017            0.0          0.880
     12/05/2017            0.0          0.880
     13/05/2017            0.0          0.880
     14/05/2017            0.0          0.880
     15/05/2017            0.0          0.880
     16/05/2017            0.0          0.880
     17/05/2017            0.0          0.880
     18/05/2017            0.0          0.880
     19/05/2017            0.0          0.880
     20/05/2017            0.0          0.880
     21/05/2017            0.0          0.880
     22/05/2017            0.0          0.880
     23/05/2017            0.0          0.880
     24/05/2017            0.0          0.880
     25/05/2017            0.0          0.880
     26/05/2017            0.0          0.880
     27/05/2017            0.0          0.880
     28/05/2017            0.0          0.880
     29/05/2017            0.0          0.880
     30/05/2017            0.0          0.880
     31/05/2017            0.0          0.880
     01/06/2017            0.0          0.880
     02/06/2017            0.0          0.880
     03/06/2017            0.0          0.880
     04/06/2017            0.0          0.880
     05/06/2017            0.0          0.880
     06/06/2017            0.0          0.880
     07/06/2017            0.0          0.880
     08/06/2017            0.0          0.880
     09/06/2017            0.0          0.880
     10/06/2017            0.0          0.880
     11/06/2017            0.0          0.880
     12/06/2017            0.0          0.880
     13/06/2017            0.0          0.880
     14/06/2017            0.0          0.880
     15/06/2017            0.0          0.880
     16/06/2017            0.0          0.880
     17/06/2017            0.0          0.880
     18/06/2017            0.0          0.880
     19/06/2017            0.0          0.880
     20/06/2017            0.0          0.880
     21/06/2017            0.0          0.980
     22/06/2017            0.0          1.052
     23/06/2017            0.0          1.237
     24/06/2017            0.0          1.871
     25/06/2017            0.0          1.717
     26/06/2017            0.0          1.025
     27/06/2017            0.0          2.138
     28/06/2017            0.0          1.156
     29/06/2017            0.0          1.470
     30/06/2017            0.0          1.335
     01/07/2017            0.0          2.476
     02/07/2017            0.0          2.729
     03/07/2017            0.0          2.822
     04/07/2017            0.0          1.941
     05/07/2017            0.0          1.454
     06/07/2017            0.0          2.998
     07/07/2017            0.0          2.667
     08/07/2017            0.0          3.222
     09/07/2017            0.0          3.425
     10/07/2017            0.0          2.159
     11/07/2017            0.0          1.028
     12/07/2017            0.0          1.801
     13/07/2017            0.0          1.881
     14/07/2017            0.0          3.614
     15/07/2017            0.0          3.183
     16/07/2017            0.0          2.572
     17/07/2017            0.0          3.731
     18/07/2017            0.0          3.733
     19/07/2017            0.0          3.281
     20/07/2017            0.0          2.596
     21/07/2017            0.0          3.089
     22/07/2017            0.0          2.315
     23/07/2017            0.0          3.421
     24/07/2017            0.0          1.936
     25/07/2017            0.0          3.631
     26/07/2017            0.0          1.596
     27/07/2017            0.0          1.442
     28/07/2017            0.0          3.281
     29/07/2017            0.0          3.750
     30/07/2017            0.0          3.385
     31/07/2017            0.0          2.862
     01/08/2017            0.0          1.783
     02/08/2017            0.0          2.728
     03/08/2017            0.0          1.899
     04/08/2017            0.0          1.220
     05/08/2017            0.0          2.621
     06/08/2017            0.0          0.894
     07/08/2017            0.0          1.940
     08/08/2017            0.0          3.471
     09/08/2017            0.0          3.167
     10/08/2017            0.0          2.973
     11/08/2017            0.0          2.966
     12/08/2017            0.0          3.129
     13/08/2017            0.0          3.076
     14/08/2017            0.0          2.604
     15/08/2017            0.0          2.588
     16/08/2017            0.0          1.120
     17/08/2017            0.0          2.068
     18/08/2017            0.0          2.912
     19/08/2017          137.0          2.868
     20/08/2017          278.4          1.891
     21/08/2017          422.2          1.129
     22/08/2017          571.4          1.788
     23/08/2017          726.5          2.667
     24/08/2017          885.7          2.371
     25/08/2017         1048.8          2.353
     26/08/2017         1215.7          2.243
     27/08/2017         1385.6          2.016
     28/08/2017         1557.7          1.711
     29/08/2017         1735.0          2.152
     30/08/2017         1915.4          2.106
     31/08/2017         2097.3          1.806
     01/09/2017         2282.4          2.171
     02/09/2017         2470.0          2.273
     03/09/2017         2659.7          2.011
     04/09/2017         2848.7          1.749
     05/09/2017         3039.1          1.903
     06/09/2017         3227.3          1.679
     07/09/2017         3416.4          1.548
     08/09/2017         3608.1          1.991
     09/09/2017         3799.4          1.951
     10/09/2017         3988.2          2.032
     11/09/2017         4174.4          1.747
     12/09/2017         4359.3          1.609
     13/09/2017         4537.9          0.682
     14/09/2017         4720.0          1.553
     15/09/2017         4882.6          1.829
     16/09/2017         4956.7          1.541
     17/09/2017         5011.5          1.107
     18/09/2017         5063.0          1.407
     19/09/2017         5113.9          1.262
     20/09/2017         5163.6          1.567
     21/09/2017         5209.7          1.190
     22/09/2017         5251.5          1.337
     23/09/2017         5288.6          1.164
     24/09/2017         5291.2          1.164
     25/09/2017         5311.8          1.164
     26/09/2017         5332.0          1.164
     27/09/2017         5339.4          1.164
     28/09/2017         5345.8          1.164
     29/09/2017         5348.9          1.164
     30/09/2017         5349.1          1.164
     01/10/2017            0.0          1.164
     02/10/2017            0.0          1.164
     03/10/2017            0.0          1.164
     04/10/2017            0.0          1.164
     05/10/2017            0.0          1.164
     06/10/2017            0.0          1.164
     07/10/2017            0.0          1.164
     08/10/2017            0.0          1.164
     09/10/2017            0.0          1.164
     10/10/2017            0.0          1.164
     11/10/2017            0.0          1.164
     12/10/2017            0.0          1.164
     13/10/2017            0.0          1.164
     14/10/2017            0.0          1.164
     15/10/2017            0.0          1.164
     16/10/2017            0.0          1.164
     17/10/2017            0.0          1.164
     18/10/2017            0.0          1.164
     19/10/2017            0.0          1.164
     20/10/2017            0.0          1.164
     21/10/2017            0.0          1.164
     22/10/2017            0.0          1.164
     23/10/2017            0.0          1.164
     24/10/2017            0.0          1.164
     25/10/2017            0.0          1.164
     26/10/2017            0.0          1.164
     27/10/2017            0.0          1.164
     28/10/2017            0.0          1.164
     29/10/2017            0.0          1.164
     30/10/2017            0.0          1.164
     31/10/2017            0.0          1.164
     01/11/2017            0.0          1.164
     02/11/2017            0.0          1.164
     03/11/2017            0.0          1.164
     04/11/2017            0.0          1.164
     05/11/2017            0.0          1.164
     06/11/2017            0.0          1.164
     07/11/2017            0.0          1.164
     08/11/2017            0.0          1.164
     09/11/2017            0.0          1.164
     10/11/2017            0.0          1.164
     11/11/2017            0.0          1.164
     12/11/2017            0.0          1.164
     13/11/2017            0.0          1.164
     14/11/2017            0.0          1.164
     15/11/2017            0.0          1.164
     16/11/2017            0.0          1.164
     17/11/2017            0.0          1.164
     18/11/2017            0.0          1.164
     19/11/2017            0.0          1.164
     20/11/2017            0.0          1.164
     21/11/2017            0.0          1.164
     22/11/2017            0.0          1.164
     23/11/2017            0.0          1.164
     24/11/2017            0.0          1.164
     25/11/2017            0.0          1.164
     26/11/2017            0.0          1.164
     27/11/2017            0.0          1.164
     28/11/2017            0.0          1.164
     29/11/2017            0.0          1.164
     30/11/2017            0.0          1.164
     01/12/2017            0.0          1.164
     02/12/2017            0.0          1.164
     03/12/2017            0.0          1.164
     04/12/2017            0.0          1.164
     05/12/2017            0.0          1.164
     06/12/2017            0.0          1.164
     07/12/2017            0.0          1.164
     08/12/2017            0.0          1.164
     09/12/2017            0.0          1.164
     10/12/2017            0.0          1.164
     11/12/2017            0.0          1.164
     12/12/2017            0.0          1.164
     13/12/2017            0.0          1.164
     14/12/2017            0.0          1.164
     15/12/2017            0.0          1.164
     16/12/2017            0.0          1.164
     17/12/2017            0.0          1.164
     18/12/2017            0.0          1.164
     19/12/2017            0.0          1.164
     20/12/2017            0.0          1.164
     21/12/2017            0.0          1.164
     22/12/2017            0.0          1.164
     23/12/2017            0.0          1.164
     24/12/2017            0.0          1.164
     25/12/2017            0.0          1.164
     26/12/2017            0.0          1.164
     27/12/2017            0.0          1.164
     28/12/2017            0.0          1.164
     29/12/2017            0.0          1.164
     30/12/2017            0.0          1.164
     31/12/2017            0.0          1.164
     01/01/2018            0.0          1.164
     02/01/2018            0.0          1.164
     03/01/2018            0.0          1.164
     04/01/2018            0.0          1.164
     05/01/2018            0.0          1.164
     06/01/2018            0.0          1.164
     07/01/2018            0.0          1.164
     08/01/2018            0.0          1.164
     09/01/2018            0.0          1.164
     10/01/2018            0.0          1.164
     11/01/2018            0.0          1.164
     12/01/2018            0.0          1.164
     13/01/2018            0.0          1.164
     14/01/2018            0.0          1.164
     15/01/2018            0.0          1.164
     16/01/2018            0.0          1.164
     17/01/2018            0.0          1.164
     18/01/2018            0.0          1.164
     19/01/2018            0.0          1.164
     20/01/2018            0.0          1.164
     21/01/2018            0.0          1.164
     22/01/2018            0.0          1.164
     23/01/2018            0.0          1.164
     24/01/2018            0.0          1.164
     25/01/2018            0.0          1.164
     26/01/2018            0.0          1.164
     27/01/2018            0.0          1.164
     28/01/2018            0.0          1.164
     29/01/2018            0.0          1.164
     30/01/2018            0.0          1.164
     31/01/2018            0.0          1.164
     01/02/2018            0.0          1.164
     02/02/2018            0.0          1.164
     03/02/2018            0.0          1.164
     04/02/2018            0.0          1.164
     05/02/2018            0.0          1.164
     06/02/2018            0.0          1.164
     07/02/2018            0.0          1.164
     08/02/2018            0.0          1.164
     09/02/2018            0.0          1.164
     10/02/2018            0.0          1.164
     11/02/2018            0.0          1.164
     12/02/2018            0.0          1.164
     13/02/2018            0.0          1.164
     14/02/2018            0.0          1.164
     15/02/2018            0.0          1.164
     16/02/2018            0.0          1.164
     17/02/2018            0.0          1.164
     18/02/2018            0.0          1.164
     19/02/2018            0.0          1.164
     20/02/2018            0.0          1.164
     21/02/2018            0.0          1.164
     22/02/2018            0.0          1.164
     23/02/2018            0.0          1.164
     24/02/2018            0.0          1.164
     25/02/2018            0.0          1.164
     26/02/2018            0.0          1.164
     27/02/2018            0.0          1.164
     28/02/2018            0.0          1.164
     01/03/2018            0.0          1.164
     02/03/2018            0.0          1.164
     03/03/2018            0.0          1.164
     04/03/2018            0.0          1.164
     05/03/2018            0.0          1.164
     06/03/2018            0.0          1.164
     07/03/2018            0.0          1.164
     08/03/2018            0.0          1.164
     09/03/2018            0.0          1.164
     10/03/2018            0.0          1.164
     11/03/2018            0.0          1.164
     12/03/2018            0.0          1.164
     13/03/2018            0.0          1.164
     14/03/2018            0.0          1.164
     15/03/2018            0.0          1.164
     16/03/2018            0.0          1.164
     17/03/2018            0.0          1.164
     18/03/2018            0.0          1.164
     19/03/2018            0.0          1.164
     20/03/2018            0.0          1.164
     21/03/2018            0.0          1.164
     22/03/2018            0.0          1.164
     23/03/2018            0.0          1.164
     24/03/2018            0.0          1.164
     25/03/2018            0.0          1.164
     26/03/2018            0.0          1.164
     27/03/2018            0.0          1.164
     28/03/2018            0.0          1.164
     29/03/2018            0.0          1.164
     30/03/2018            0.0          1.164
     31/03/2018            0.0          1.164
     01/04/2018            0.0          1.164
     02/04/2018            0.0          1.164
     03/04/2018            0.0          1.164
     04/04/2018            0.0          1.164
     05/04/2018            0.0          1.164
     06/04/2018            0.0          1.164
     07/04/2018            0.0          1.164
     08/04/2018            0.0          1.164
     09/04/2018            0.0          1.164
     10/04/2018            0.0          1.164
     11/04/2018            0.0          1.164
     12/04/2018            0.0          1.164
     13/04/2018            0.0          1.164
     14/04/2018            0.0          1.164
     15/04/2018            0.0          1.164
     16/04/2018            0.0          1.164
     17/04/2018            0.0          1.164
     18/04/2018            0.0          1.164
     19/04/2018            0.0          1.164
     20/04/2018            0.0          1.164
     21/04/2018            0.0          1.164
     22/04/2018            0.0          1.164
     23/04/2018            0.0          1.164
     24/04/2018            0.0          1.164
     25/04/2018            0.0          1.164
     26/04/2018            0.0          1.164
     27/04/2018            0.0          1.164
     28/04/2018            0.0          1.164
     29/04/2018            0.0          1.164
     30/04/2018            0.0          1.164
     01/05/2018            0.0          1.164
     02/05/2018            0.0          1.164
     03/05/2018            0.0          1.164
     04/05/2018            0.0          1.164
     05/05/2018            0.0          1.164
     06/05/2018            0.0          1.164
     07/05/2018            0.0          1.164
     08/05/2018            0.0          1.164
     09/05/2018            0.0          1.164
     10/05/2018            0.0          1.164
     11/05/2018            0.0          1.164
     12/05/2018            0.0          1.164
     13/05/2018            0.0          1.164
